"","animal_id","animal_name","animal_type","primary_color","secondary_color","sex","dob","intake_date","intake_condition","intake_type","intake_subtype","reason_for_intake","outcome_date","crossing","jurisdiction","outcome_type","outcome_subtype","latitude","longitude","outcome_is_dead","was_outcome_alive","geopoint","color","intake"
"5393","A633048",NA,"cat","calico",NA,"Female",2016-09-05,2019-09-05,"fractious","stray","trap",NA,2019-09-20,"12124 SMOKIE LN, CERRITOS, CA 90703","Cerritos","euthanasia","ill severe",33.8556895,-118.0737617,TRUE,FALSE,"33.8556895, -118.0737617","multi","feral_fractious"
"5394","A724507",NA,"cat","black","white","Female",2022-07-12,2024-07-12,"ill severe","stray","otc",NA,2024-07-12,"12300 BLOCK CARNABY ST, CERRITOS CA","Cerritos","euthanasia","ill severe",33.8669814,-118.0700524,TRUE,FALSE,"33.8669814, -118.0700524","black","severe"
"5395","A703614","nala","cat","black",NA,"Neutered",2013-07-26,2023-07-26,"ill moderatete","stray","field",NA,2023-07-29,"12400 BLK ASHWORTH PL, CERRITOS, CA 90703","Cerritos","return to owner","walkin",33.8681824,-118.0679598,FALSE,TRUE,"33.8681824, -118.0679598","black","moderate"
"5396","A644015","*sriracha","cat","gray tabby",NA,"Male",2020-04-18,2020-06-18,"normal","stray","otc",NA,2020-07-01,"12400 BLK MILES ST, CERRITOS, CA 90703","Cerritos","transfer","spcala",33.8475833,-118.0677496,FALSE,TRUE,"33.8475833, -118.0677496","grey","normal"
"5397","A654232",NA,"cat","white",NA,"Female",2017-02-17,2021-02-17,"ill severe","stray","field",NA,2021-02-18,"12400 CEDARCREEK LN, CERRITOS, CA 90703","Cerritos","euthanasia","ill severe",33.8862055,-118.0678696,TRUE,FALSE,"33.8862055, -118.0678696","white","severe"
"5398","A665278","*seager","cat","white","black","Neutered",2021-10-01,2021-10-14,"ill moderatete","stray","field",NA,2021-12-11,"12400 MILES ST, CERRITOS, CA 90703","Cerritos","adoption","pfe/pawshp",33.8475833,-118.0677496,FALSE,TRUE,"33.8475833, -118.0677496","white","moderate"
"5399","A630103","a630103*onion","cat","white","brown  tabby","Neutered",NA,2019-07-18,"fractious","stray","field",NA,2019-07-25,"12400 MILES ST, CERRITOS, CA 90703","Cerritos","shelter, neuter, return","straycatal",33.8475833,-118.0677496,FALSE,TRUE,"33.8475833, -118.0677496","white","feral_fractious"
"5400","A630004","a630004*rick","cat","gray tabby","white","Neutered",2016-07-16,2019-07-16,"fractious","stray","trap",NA,2019-08-14,"12400 MILES ST, CERRITOS, CA 90703","Cerritos","shelter, neuter, return","straycatal",33.8475833,-118.0677496,FALSE,TRUE,"33.8475833, -118.0677496","grey","feral_fractious"
"5401","A606062",NA,"cat","orange tabby",NA,"Unknown",2013-04-10,2018-04-10,"ill severe","stray","field",NA,2018-04-10,"1250 N BELLFLOWER BLVD, LONG BEACH, CA 90815","Long Beach","euthanasia","at vet",33.7825219,-118.1222289,TRUE,FALSE,"33.7825219, -118.1222289","orange","severe"
"5402","A639038",NA,"cat","flame point",NA,"Neutered",2019-07-26,2020-01-26,"normal","owner surrender","otc",NA,2020-01-28,"12500 ANDY ST, CERRITOS, CA 90703","Cerritos","rescue","catpaws",33.8618897,-118.0662068,FALSE,TRUE,"33.8618897, -118.0662068","tan","normal"
"5403","A643650","sade","cat","brown  tabby","calico","Female",2018-06-09,2020-06-09,"normal","owner surrender","field",NA,2020-06-11,"12500 CUESTA DR, CERRITOS, CA 90703","Cerritos","rescue","kittybunga",33.8789615,-118.0661344,FALSE,TRUE,"33.8789615, -118.0661344","other","normal"
"5404","A649599","luna","cat","black",NA,"Spayed",2020-08-02,2020-10-02,"normal","welfare seized","cruelty",NA,2020-10-08,"12600 TOWNE CENTER DR, CERRITOS, CA 90703","Cerritos","foster to adopt",NA,33.8702764,-118.0636738,FALSE,TRUE,"33.8702764, -118.0636738","black","normal"
"5405","A677062",NA,"cat","black",NA,"Unknown",2022-05-08,2022-06-08,"ill moderatete","stray","otc",NA,2022-06-08,"12700 BLK TOWNE CENTER DR, CERRITOS, CA 90703","Cerritos","euthanasia","ill severe",33.8702846,-118.0630265,TRUE,FALSE,"33.8702846, -118.0630265","black","moderate"
"5406","A664550","*latte","cat","tortie",NA,"Spayed",2021-03-27,2021-09-27,"normal","stray","field",NA,2021-11-03,"12800 CENTER COURT DR S, CERRITOS, CA 90703","Cerritos","foster to adopt",NA,33.8679893,-118.0593849,FALSE,TRUE,"33.8679893, -118.0593849","multi","normal"
"5407","A605436",NA,"cat","brown  tabby",NA,"Spayed",2017-08-28,2018-03-28,"normal","stray","trap",NA,2018-05-03,"1281 PIER G WAY, LONG BEACH, CA 90802","Long Beach","died","in care",33.7464417,-118.1920306,TRUE,FALSE,"33.7464417, -118.1920306","other","normal"
"5408","A598816","*muenster","cat","gray","white","Male",2017-08-15,2017-10-15,"normal","stray","otc",NA,2017-11-19,"12900 BLK ANDY DR, CERRITOS, CA 90703","Cerritos","adoption","spcala",33.8618635,-118.057257,FALSE,TRUE,"33.8618635, -118.057257","grey","normal"
"5409","A590142","*potatoe","cat","black","white","Neutered",2016-05-11,2017-05-11,"feral","stray","field",NA,2017-05-18,"12900 BLK ESSEX PL, CERRITOS, CA 90703","Cerritos","shelter, neuter, return","straycatal",33.863295,-118.0565802,FALSE,TRUE,"33.863295, -118.0565802","black","feral_fractious"
"5410","A598291","*danielle bowden","cat","black",NA,"Spayed",2017-04-05,2017-10-05,"feral","stray","field",NA,2017-10-12,"12900 CANTRECE ST, CERRITOS, CA 90703","Cerritos","shelter, neuter, return","straycatal",33.8625826,-118.0572371,FALSE,TRUE,"33.8625826, -118.0572371","black","feral_fractious"
"5411","A637919","baby cat 1","cat","white","gray tabby","Female",2019-10-07,2019-12-26,"normal","owner surrender","otc","too many",2019-12-28,"1300 BLK ALAMITOS AVE, LONG BEACH, CA 90813","Long Beach","rescue","littlepaws",33.7826082,-118.177967,FALSE,TRUE,"33.7826082, -118.177967","white","normal"
"5412","A708665","*benny","cat","white","black","Male",2023-08-12,2023-10-12,"normal","stray","field",NA,2023-10-20,"1300 BLK E 11TH ST, LONG BEACH, CA 90813","Long Beach","rescue","littlepaws",33.780654,-118.1749549,FALSE,TRUE,"33.780654, -118.1749549","white","normal"
"5413","A713628",NA,"cat","brown  tabby",NA,"Female",2021-01-21,2024-01-21,"ill severe","stray","field",NA,2024-01-21,"1300 BLK E 55TH ST","Long Beach","euthanasia","ill severe",33.8558005,-118.176098,TRUE,FALSE,"33.8558005, -118.176098","other","severe"
"5414","A678568","*whybee","cat","black","white","Male",2022-05-29,2022-06-29,"ill mild","stray","field",NA,2022-07-09,"1300 BLK E 67TH ST, LB 90805","Long Beach","adoption",NA,33.876182,-118.1761434,FALSE,TRUE,"33.876182, -118.1761434","black","mild"
"5415","A678078",NA,"cat","gray tabby",NA,"Female",2022-04-20,2022-06-20,"normal","stray","field",NA,2022-06-20,"1300 BLK E 67TH ST, LONG BEACH, CA 90805","Long Beach","transfer","spcala",33.876182,-118.1761434,FALSE,TRUE,"33.876182, -118.1761434","grey","normal"
"5416","A678080",NA,"cat","gray tabby",NA,"Female",2022-04-20,2022-06-20,"normal","stray","field",NA,2022-06-20,"1300 BLK E 67TH ST, LONG BEACH, CA 90805","Long Beach","transfer","spcala",33.876182,-118.1761434,FALSE,TRUE,"33.876182, -118.1761434","grey","normal"
"5417","A618818","*clark","cat","white","gray","Neutered",2010-12-14,2018-12-14,"fractious","stray","field",NA,2019-01-21,"1300 BLK E 67TH ST, LONG BEACH, CA 90805","Long Beach","shelter, neuter, return","straycatal",33.876182,-118.1761434,FALSE,TRUE,"33.876182, -118.1761434","white","feral_fractious"
"5418","A618818","*clark","cat","white","gray","Neutered",2010-12-14,2020-10-08,"ill moderatete","stray","field",NA,2020-12-24,"1300 BLK E 67TH ST, LONG BEACH, CA 90805","Long Beach","adoption","folba",33.876182,-118.1761434,FALSE,TRUE,"33.876182, -118.1761434","white","moderate"
"5419","A637408",NA,"cat","snowshoe",NA,"Unknown",2019-10-11,2019-12-11,"normal","stray","field",NA,2019-12-12,"1300 BLK E ANAHEIM ST, LONG BEACH, CA 90813","Long Beach","rescue","littlepaws",33.7823088,-118.1753469,FALSE,TRUE,"33.7823088, -118.1753469","multi","normal"
"5420","A678475",NA,"cat","black",NA,"Unknown",2022-03-28,2022-06-28,"normal","stray","field",NA,2022-06-28,"1300 BLK E FLORIDA ST, LONG BEACH, CA 90802","Long Beach","euthanasia","ill mild",33.7706231,-118.1749772,TRUE,FALSE,"33.7706231, -118.1749772","black","normal"
"5421","A678473",NA,"cat","black",NA,"Female",2021-06-28,2022-06-28,"normal","stray","field",NA,2022-06-28,"1300 BLK E FLORIDA ST, LONG BEACH, CA 90802","Long Beach","euthanasia","ill mild",33.7706231,-118.1749772,TRUE,FALSE,"33.7706231, -118.1749772","black","normal"
"5422","A635832","a635832","cat","gray","white","Spayed",2018-11-07,2019-11-07,"normal","stray","otc",NA,2019-11-12,"1300 BLK E PLYMOUTH ST, LONG BEACH, CA 90805","Long Beach","shelter, neuter, return","straycatal",33.8531984,-118.176138,FALSE,TRUE,"33.8531984, -118.176138","grey","normal"
"5423","A601147",NA,"cat","gray",NA,"Male",2017-10-16,2017-12-16,"normal","stray","otc",NA,2017-12-21,"1300 BLK E POINSETTIA ST, LONG BEACH, CA 90805","Long Beach","rescue","fndanifoun",33.8698798,-118.1762456,FALSE,TRUE,"33.8698798, -118.1762456","grey","normal"
"5424","A601146",NA,"cat","gray",NA,"Female",2017-10-16,2017-12-16,"normal","stray","otc",NA,2017-12-21,"1300 BLK E POINSETTIA ST, LONG BEACH, CA 90805","Long Beach","rescue","fndanifoun",33.8698798,-118.1762456,FALSE,TRUE,"33.8698798, -118.1762456","grey","normal"
"5425","A609078",NA,"cat","white",NA,"Unknown",2018-06-03,2018-05-27,"normal","stray","trap",NA,2018-06-12,"1300 BLK E WESLEY DR, LONG BEACH, CA 90806","Long Beach","euthanasia","undrage/wt",33.7946311,-118.1750875,TRUE,FALSE,"33.7946311, -118.1750875","white","normal"
"5426","A626522",NA,"cat","black",NA,"Male",2019-04-16,2019-05-16,"normal","stray","otc",NA,2019-05-30,"1300 BLK E WESLEY DR, LONG BEACH, CA 90806","Long Beach","rescue","fndanifoun",33.7946311,-118.1750875,FALSE,TRUE,"33.7946311, -118.1750875","black","normal"
"5427","A699405","*tiger","cat","orange","white","Male",2021-05-25,2023-05-25,"ill moderatete","stray","otc",NA,2023-06-13,"1300 BLK E. 63RD ST X ORANGE AVE","Long Beach","euthanasia","ill severe",33.8689159,-118.1761337,TRUE,FALSE,"33.8689159, -118.1761337","orange","moderate"
"5428","A631953","*cob","cat","brown  tabby",NA,"Spayed",2019-07-03,2019-08-14,"ill severe","stray","otc",NA,2019-12-28,"1300 BLK ELM AVE, LONG BEACH, CA 90813","Long Beach","adoption","pfe/pawshp",33.7826137,-118.1879873,FALSE,TRUE,"33.7826137, -118.1879873","other","severe"
"5429","A679632","*catan","cat","black",NA,"Neutered",2018-07-25,2022-07-13,"ill moderatete","stray","otc",NA,2022-07-27,"1300 BLK FELSON PL, CERRITOS, CA 90703","Cerritos","community cat",NA,33.8691738,-118.0672579,FALSE,TRUE,"33.8691738, -118.0672579","black","moderate"
"5430","A608617","*alekei","cat","brown  tabby","white","Neutered",2018-05-27,2018-05-23,"normal","stray","field",NA,2018-07-13,"1300 BLK GUNDRY AVE, LONG BEACH, CA 90813","Long Beach","missing","in kennel",33.7825991,-118.1741775,FALSE,TRUE,"33.7825991, -118.1741775","other","normal"
"5431","A726547","*bug","cat","black","white","Neutered",2019-09-03,2024-11-09,"ill mild","stray","otc",NA,2024-11-15,"1300 BLK JUNIPERO AVE, LONG BEACH 90804","Long Beach","community cat","commcat",33.782608,-118.1633084,FALSE,TRUE,"33.782608, -118.1633084","black","mild"
"5432","A679816",NA,"cat","black","white","Male",2022-06-14,2022-07-14,"ill mild","stray","otc",NA,2022-07-15,"1300 BLK JUNIPERO AVE, LONG BEACH, CA 90804","Long Beach","euthanasia","ill severe",33.78261,-118.1633084,TRUE,FALSE,"33.78261, -118.1633084","black","mild"
"5433","A680660","*puddles","cat","black",NA,"Spayed",2022-05-22,2022-07-22,"ill moderatete","stray","otc",NA,2022-10-23,"1300 BLK JUNIPERO AVE, LONG BEACH, CA 90804","Long Beach","homefirst",NA,33.78261,-118.1633084,FALSE,TRUE,"33.78261, -118.1633084","black","moderate"
"5434","A592647",NA,"cat","black","white","Female",2017-04-29,2017-06-29,"normal","stray","otc",NA,2017-07-02,"1300 BLK LEWIS AVE, LONG BEACH, CA 90813","Long Beach","rescue","littlelion",33.7826316,-118.1798509,FALSE,TRUE,"33.7826316, -118.1798509","black","normal"
"5435","A584656","*seitan","cat","black","white","Neutered",2015-01-15,2017-01-15,"feral","stray","field",NA,2017-01-26,"1300 BLK LINDEN AVE, LONG BEACH, CA 90813","Long Beach","shelter, neuter, return","straycatal",33.7826065,-118.1867049,FALSE,TRUE,"33.7826065, -118.1867049","black","feral_fractious"
"5436","A584794","linden 6 lb","cat","black",NA,"Spayed",2014-03-11,2017-01-19,"feral","stray","field",NA,2017-01-21,"1300 BLK LINDEN AVE, LONG BEACH, CA 90813","Long Beach","return to rescue","straycatal",33.7826065,-118.1867049,FALSE,TRUE,"33.7826065, -118.1867049","black","feral_fractious"
"5437","A584930","*hurley","cat","brown  tabby",NA,"Neutered",NA,2017-01-22,"normal","stray","trap",NA,2017-01-27,"1300 BLK LINDEN AVE, LONG BEACH, CA 90813","Long Beach","shelter, neuter, return","straycatal",33.7826065,-118.1867049,FALSE,TRUE,"33.7826065, -118.1867049","other","normal"
"5438","A588698","*sila","cat","gray tabby","white","Spayed",2015-04-16,2017-04-16,"feral","stray","otc",NA,2017-04-18,"1300 BLK LINDEN AVE, LONG BEACH, CA 90813","Long Beach","shelter, neuter, return","straycatal",33.7826065,-118.1867049,FALSE,TRUE,"33.7826065, -118.1867049","grey","feral_fractious"
"5439","A555469","*carp","cat","black",NA,"Neutered",2014-01-30,2017-01-23,"feral","stray","field",NA,2017-02-01,"1300 BLK LINDEN AVE, LONG BEACH, CA 90813","Long Beach","shelter, neuter, return","straycatal",33.7826065,-118.1867049,FALSE,TRUE,"33.7826065, -118.1867049","black","feral_fractious"
"5440","A643484",NA,"cat","brown","black","Male",2010-06-04,2020-06-04,"ill mild","stray","otc",NA,2020-06-04,"1300 BLK LOMA AVE, LONG BEACH, CA 90804","Long Beach","euthanasia","inj severe",33.7825979,-118.1502362,TRUE,FALSE,"33.7825979, -118.1502362","brown","mild"
"5441","A670264","*myrtle5","cat","black","white","Spayed",NA,2022-02-20,"normal","trap, neuter, return",NA,NA,2022-02-22,"1300 BLK MYRTKE AVE, LONG BEACH, CA 90813","Long Beach","trap, neuter, release",NA,33.7832496,-118.1817892,FALSE,TRUE,"33.7832496, -118.1817892","black","normal"
"5442","A670262","*myrtle3","cat","unknown",NA,"Spayed",NA,2022-02-13,"normal","trap, neuter, return",NA,NA,2022-02-15,"1300 BLK MYRTLE AVE, LONG BEACH, CA 90813","Long Beach","trap, neuter, release",NA,33.7832496,-118.1817892,FALSE,TRUE,"33.7832496, -118.1817892","unknown","normal"
"5443","A670265","*myrtle6","cat","black",NA,"Neutered",NA,2022-02-20,"normal","trap, neuter, return",NA,NA,2022-02-22,"1300 BLK MYRTLE AVE, LONG BEACH, CA 90813","Long Beach","trap, neuter, release",NA,33.7832496,-118.1817892,FALSE,TRUE,"33.7832496, -118.1817892","black","normal"
"5444","A682639","*mason","cat","black",NA,"Neutered",2022-08-06,2022-08-27,"normal","stray","otc",NA,2022-08-31,"1300 BLK N STUDEBAKER RD, LONG BEACH, CA 90815","Long Beach","rescue","littlepaws",33.7837083,-118.1017292,FALSE,TRUE,"33.7837083, -118.1017292","black","normal"
"5445","A589330","bob","cat","orange",NA,"Neutered",2012-10-27,2017-04-27,"normal","owner surrender","otc","allergic",2017-05-31,"1300 BLK N STUDEBAKER RD, LONG BEACH, CA 90815","Long Beach","adoption","social med",33.7837083,-118.1017292,FALSE,TRUE,"33.7837083, -118.1017292","orange","normal"
"5446","A699070","boba","cat","brown  tabby",NA,"Spayed",2023-02-02,2023-05-19,"ill mild","stray","otc",NA,2023-07-23,"1300 BLK OBISPO AVE LB 90804","Long Beach","adoption","web",33.7826031,-118.1545828,FALSE,TRUE,"33.7826031, -118.1545828","other","mild"
"5447","A595402",NA,"cat","gray","white","Unknown",2017-03-16,2017-08-16,"feral","stray","field",NA,2017-09-04,"1300 BLK ORANGE AVE, LONG BEACH, CA 90813","Long Beach","euthanasia","ill modera",33.7826053,-118.1763478,TRUE,FALSE,"33.7826053, -118.1763478","grey","feral_fractious"
"5448","A593523","*koi","cat","gray tabby",NA,"Neutered",2017-01-14,2017-07-14,"normal","stray","otc",NA,2018-01-12,"1300 BLK QUINCY AVE, LONG BEACH, CA 90804","Long Beach","adoption","pfe/pawshp",33.7826022,-118.1393563,FALSE,TRUE,"33.7826022, -118.1393563","grey","normal"
"5449","A707392",NA,"cat","black",NA,"Unknown",NA,2023-09-22,"ill severe","stray","field",NA,2023-09-22,"1300 BLK SAINT LOUIS AVE, LONG BEACH, CA 90804","Long Beach","euthanasia","at vet",33.782603,-118.1665772,TRUE,FALSE,"33.782603, -118.1665772","black","severe"
"5450","A649266",NA,"cat","seal point",NA,"Female",2018-09-23,2020-09-23,"normal","stray","trap",NA,2022-06-25,"1300 BLK W 20TH ST, LONG BEACH, CA 90810","Long Beach","rescue","littlepaws",33.7932833,-118.2090865,FALSE,TRUE,"33.7932833, -118.2090865","grey","normal"
"5451","A701008","*boots","cat","orange tabby",NA,"Male",2011-06-16,2023-06-16,"ill mild","stray","otc",NA,2023-06-22,"1300 BLK W 23RD STREET LONG BEACH 90810","Long Beach","adoption",NA,33.7989424,-118.2089374,FALSE,TRUE,"33.7989424, -118.2089374","orange","mild"
"5452","A610824",NA,"cat","black","white","Male",2013-07-09,2018-07-09,"ill severe","stray","field",NA,2018-07-09,"1300 BLK WARREN AVE, LONG BEACH, CA 90813","Long Beach","euthanasia","at vet",33.7826008,-118.1752525,TRUE,FALSE,"33.7826008, -118.1752525","black","severe"
"5453","A675993","*wesley6","cat","black","white","Neutered",2020-06-20,2022-06-19,"normal","trap, neuter, return",NA,NA,2022-06-22,"1300 BLK WESLEY AVE, LONG BEACH, CA 90806","Long Beach","trap, neuter, release",NA,33.7946311,-118.1750875,FALSE,TRUE,"33.7946311, -118.1750875","black","normal"
"5454","A673825","*black beauty","cat","unknown",NA,"Spayed",2019-08-29,2022-05-01,"normal","trap, neuter, return",NA,NA,2023-07-17,"1300 BLK WESLEY AVE, LONG BEACH, CA 90806","Long Beach","adoption","walkin",33.7946311,-118.1750875,FALSE,TRUE,"33.7946311, -118.1750875","unknown","normal"
"5455","A611130","*bert","cat","black",NA,"Male",2018-05-15,2018-07-15,"normal","stray","trap",NA,2018-08-17,"1300 BLK WESLEY DR, LONG BEACH, CA 90806","Long Beach","transfer","spcala",33.7946311,-118.1750875,FALSE,TRUE,"33.7946311, -118.1750875","black","normal"
"5456","A643947",NA,"cat","chocolate","white","Male",2016-06-16,2020-06-16,"ill severe","stray","field",NA,2020-06-17,"1300 E 23RD ST, SIGNAL HILL, CA 90755","Signal Hill","died","at vet",33.7989073,-118.1751835,TRUE,FALSE,"33.7989073, -118.1751835","brown","severe"
"5457","A598013","*yoyo","cat","black","white","Spayed",2016-09-30,2017-09-30,"normal","stray","otc",NA,2017-10-06,"1300 E 53RD ST, LONG BEACH, CA 90805","Long Beach","transfer","spcala",33.8523803,-118.1761505,FALSE,TRUE,"33.8523803, -118.1761505","black","normal"
"5458","A621148","*lilith","cat","black",NA,"Spayed",2018-02-01,2019-02-01,"normal","stray","otc",NA,2019-02-11,"1300 E WESLEY DR, LONG BEACH, CA 90806","Long Beach","shelter, neuter, return","straycatal",33.7946311,-118.1750875,FALSE,TRUE,"33.7946311, -118.1750875","black","normal"
"5459","A587799",NA,"cat","gray",NA,"Female",2017-03-16,2017-03-30,"normal","stray","otc",NA,2017-03-31,"1300 PETERSON AVE, LONG BEACH, CA 90813","Long Beach","rescue","littlelion",33.7825981,-118.1730926,FALSE,TRUE,"33.7825981, -118.1730926","grey","normal"
"5460","A598364","*raymond","cat","black","white","Male",2013-10-07,2017-10-07,"normal","stray","otc",NA,2017-11-11,"1300 RAYMOND AVE, LONG BEACH, CA 90804","Long Beach","euthanasia","ill modera",33.7826038,-118.1643982,TRUE,FALSE,"33.7826038, -118.1643982","black","normal"
"5461","A584614",NA,"cat","black",NA,"Male",2016-11-14,2017-01-14,"normal","stray","otc",NA,2017-01-15,"1300 STANLEY AVE, LONG BEACH, CA 90804","Long Beach","rescue","catcove",33.7826208,-118.1622607,FALSE,TRUE,"33.7826208, -118.1622607","black","normal"
"5462","A584616",NA,"cat","gray","white","Male",2016-11-14,2017-01-14,"normal","stray","otc",NA,2017-01-15,"1300 STANLEY AVE, LONG BEACH, CA 90804","Long Beach","rescue","catcove",33.7826208,-118.1622607,FALSE,TRUE,"33.7826208, -118.1622607","grey","normal"
"5463","A646131",NA,"cat","white","black","Unknown",2020-05-24,2020-07-24,"ill severe","stray","field",NA,2020-07-24,"1300 STANLEY AVE, LONG BEACH, CA 90804","Long Beach","euthanasia","ill severe",33.7826208,-118.1622607,TRUE,FALSE,"33.7826208, -118.1622607","white","severe"
"5464","A597923","*candycane","cat","seal point","white","Spayed",2014-09-28,2017-09-28,"normal","stray","otc",NA,2017-12-14,"1300 W BURNETT ST, LONG BEACH, CA 90810","Long Beach","return to owner","walkin",33.8007621,-118.2088979,FALSE,TRUE,"33.8007621, -118.2088979","grey","normal"
"5465","A598658","*crumbs","cat","seal point","tan","Spayed",2014-10-12,2017-10-12,"feral","stray","otc",NA,2017-10-20,"1300 W BURNETT ST, LONG BEACH, CA 90810","Long Beach","shelter, neuter, return","straycatal",33.8007621,-118.2088979,FALSE,TRUE,"33.8007621, -118.2088979","grey","feral_fractious"
"5466","A650459","klondike","cat","point",NA,"Neutered",2020-08-24,2020-10-24,"normal","stray","otc",NA,2020-10-25,"13000 ACLARE PL, CERRITOS, CA 90703","Long Beach","adoption",NA,33.8743942,-118.054903,FALSE,TRUE,"33.8743942, -118.054903","grey","normal"
"5467","A650506",NA,"cat","black",NA,"Spayed",2020-11-02,2020-10-25,"normal","stray","trap",NA,2020-10-28,"13000 BLK ALCARE PLACE, CERRITOS CA 90703","Cerritos","shelter, neuter, return","straycatal",33.8583483,-118.0647871,FALSE,TRUE,"33.8583483, -118.0647871","black","normal"
"5468","A608026","vader","cat","black",NA,"Neutered",2018-03-23,2018-05-23,"fractious","stray","otc",NA,2018-06-09,"13000 BLK BIGELOW ST, CERRITOS, CA 90703","Cerritos","adoption","referral",33.8571078,-118.0541908,FALSE,TRUE,"33.8571078, -118.0541908","black","feral_fractious"
"5469","A628385","*charlotte","cat","black","white","Spayed",2017-06-16,2019-06-16,"normal","stray","otc",NA,2019-06-20,"13000 BLK BRIARWOOD ST, CERRITOS, CA 90703","Cerritos","transfer","spcala",33.852843,-118.0541957,FALSE,TRUE,"33.852843, -118.0541957","black","normal"
"5470","A699378",NA,"cat","gray",NA,"Unknown",2023-04-25,2023-05-25,"normal","stray","otc",NA,2023-05-25,"13000 BLK CAROLYN ST CER 90703","Cerritos","duplicate",NA,33.8724958,-118.0532335,FALSE,TRUE,"33.8724958, -118.0532335","grey","normal"
"5471","A674593","reginald","cat","white","orange","Neutered",2020-05-30,2022-05-12,"normal","owner surrender","otc","allergic",2022-11-30,"13000 BLK DEL MONTE DR, SEAL BEACH, CA 90740","Seal Beach","adoption","pfe/pawshp",33.7736391,-118.08315,FALSE,TRUE,"33.7736391, -118.08315","white","normal"
"5472","A627552","*ray morris","cat","black","white","Neutered",2017-06-02,2019-06-02,"fractious","stray","otc",NA,2019-06-15,"13000 BLK ESPINHEIRA DR, CERRITOS, CA 90703","Cerritos","shelter, neuter, return","straycatal",33.8563818,-118.0548197,FALSE,TRUE,"33.8563818, -118.0548197","black","feral_fractious"
"5473","A628854",NA,"cat","brown  tabby",NA,"Male",2019-04-25,2019-06-25,"normal","stray","otc",NA,2019-06-26,"13000 BLK LAKEWOOD BLVD, BELLFLOWER, CA 90706","Out Of Area","transfer","seaaca",33.9104802,-118.1416201,FALSE,TRUE,"33.91048019999999, -118.1416201","other","normal"
"5474","A671295","*","cat","brown  tabby",NA,"Male",2022-02-18,2022-03-04,"normal","stray","field",NA,2022-03-06,"13000 BLK MOORE ST, CERRITOS, CA 90703","Cerritos","rescue","littlepaws",33.8823715,-118.0552544,FALSE,TRUE,"33.8823715, -118.0552544","other","normal"
"5475","A671296","*","cat","tortie",NA,"Female",2022-02-18,2022-03-04,"normal","stray","field",NA,2022-03-06,"13000 BLK MOORE ST, CERRITOS, CA 90703","Cerritos","rescue","littlepaws",33.8823715,-118.0552544,FALSE,TRUE,"33.8823715, -118.0552544","multi","normal"
"5476","A596854","*leigh bowden","cat","tortie",NA,"Spayed",2016-09-10,2017-09-10,"feral","stray","otc",NA,2017-10-12,"13000 BLK PALM PL, CERRITOS, CA 90703","Cerritos","shelter, neuter, return","straycatal",33.8757222,-118.0549716,FALSE,TRUE,"33.8757222, -118.0549716","multi","feral_fractious"
"5477","A731851","*donald","cat","white","black","Neutered",2024-08-03,2024-11-03,"normal","owner surrender","otc","no time",2024-12-15,"13000 BLOCK SUTTON ST, CERRITOS CA","Cerritos","adoption","web",33.8701302,-118.0543479,FALSE,TRUE,"33.8701302, -118.0543479","white","normal"
"5478","A594007","*doelger lay","cat","gray",NA,"Spayed",2015-07-22,2017-07-22,"normal","stray","otc",NA,2017-08-21,"13000 DESTINO LN, CERRITOS, CA 90703","Cerritos","shelter, neuter, return","straycatal",33.8712957,-118.0544133,FALSE,TRUE,"33.8712957, -118.0544133","grey","normal"
"5479","A646937","a646937 *tomato","cat","calico",NA,"Spayed",2019-08-09,2020-08-09,"normal","stray","trap",NA,2020-08-18,"13000 FELSON PL, CERRITOS, CA 90703","Cerritos","shelter, neuter, return","straycatal",33.8692153,-118.0483858,FALSE,TRUE,"33.8692153, -118.0483858","multi","normal"
"5480","A595307","*marina","cat","black","white","Spayed",2016-08-13,2017-08-13,"feral","stray","field",NA,2017-08-29,"13000 POINT ARENA PL, CERRITOS, CA 90703","Cerritos","rescue","straycatal",33.8674031,-118.0535485,FALSE,TRUE,"33.8674031, -118.0535485","black","feral_fractious"
"5481","A556069","snow","cat","flame point",NA,"Neutered",2014-06-01,2022-08-11,"normal","return","adoption","afraid",2022-10-09,"13100 BLK SEAVIEW LN, SEAL BEACH, CA 90740","Seal Beach","rescue","earlysrep",33.7721728,-118.0873627,FALSE,TRUE,"33.7721728, -118.0873627","tan","normal"
"5482","A706152",NA,"cat","black",NA,"Male",2023-08-14,2023-09-03,"ill mild","stray","otc",NA,2023-09-04,"13100 BLOCK CAROLYN ST, CERRITOS CA","Cerritos","euthanasia","inj modera",33.8727246,-118.0525177,TRUE,FALSE,"33.8727246, -118.0525177","black","mild"
"5483","A706149",NA,"cat","gray",NA,"Male",2023-08-14,2023-09-03,"ill mild","stray","otc",NA,2023-09-04,"13100 BLOCK CAROLYN ST, CERRITOS CA","Cerritos","euthanasia","ill modera",33.8727246,-118.0525177,TRUE,FALSE,"33.8727246, -118.0525177","grey","mild"
"5484","A668108","*paxton","cat","lynx point","gray tabby","Neutered",2010-01-10,2021-12-15,"ill mild","stray","field",NA,2022-04-02,"13100 BRIARWOOD ST, CERRITOS, CA 90703","Cerritos","adoption","web",33.8530901,-118.0525744,FALSE,TRUE,"33.8530901, -118.0525744","grey","mild"
